time,"Einspritzdruck, Ist","Schneckenvolumen, Ist","Auswerferweg, Ist","Einspritzstrom, Ist","Werkzeuggeschwindigkeit, Ist","Auswerfergeschwindigkeit, Ist","Werkzeugkraft, Ist","Werkzeugweg, Ist","Druckmesssystem 3, Ist","Temperaturmesssystem 5, Ist",id
0.05,14.92,18.34,-0.05,5.37,0.0,-0.31,127.01,0.0,0.54,30.1,156
0.1,15.22,18.04,-0.03,5.95,0.0,0.31,126.46,0.0,0.54,30.0,156
0.15,14.72,17.74,-0.03,5.95,0.0,0.0,125.91,0.0,0.54,30.1,156
0.2,14.92,17.45,0.0,5.98,0.0,0.31,125.57,0.0,0.54,29.7,156
0.25,15.32,17.15,0.03,5.95,0.0,1.53,125.24,0.0,0.54,30.1,156
0.3,15.22,16.85,0.05,5.95,0.0,0.61,125.02,0.0,0.54,30.1,156
0.35,15.32,16.55,0.05,5.98,0.0,0.31,124.8,0.0,0.54,30.1,156
0.4,14.82,16.25,0.08,5.98,0.0,0.61,124.58,0.0,0.43,30.0,156
0.45,15.02,15.95,0.08,5.98,0.0,0.0,124.36,0.0,0.54,30.1,156
0.5,14.72,15.65,0.09,5.98,0.0,0.31,124.25,0.0,0.54,29.7,156
0.55,14.62,15.35,0.08,5.95,0.0,0.0,124.03,0.0,0.43,29.9,156
0.6,14.72,15.06,0.09,5.95,0.0,-0.61,123.92,0.0,0.43,29.9,156
0.65,14.62,14.76,0.09,5.95,0.0,-0.61,123.81,0.0,0.43,30.0,156
0.7,14.52,14.46,0.09,5.95,0.0,0.0,123.58,0.0,0.54,30.2,156
0.75,14.32,14.16,0.08,5.95,0.0,0.31,123.47,0.0,0.43,30.0,156
0.8,14.52,13.86,0.09,5.92,0.0,0.61,123.36,0.0,0.43,30.0,156
0.85,14.72,13.56,0.09,5.92,0.0,0.31,123.36,0.0,0.43,30.1,156
0.9,14.62,13.27,0.09,5.95,0.0,0.31,123.25,0.0,0.54,29.9,156
0.95,14.32,12.97,0.09,5.95,0.0,0.0,123.14,0.0,0.43,30.1,156
1.0,14.22,12.67,0.09,5.95,0.0,0.31,123.03,0.0,0.43,30.1,156
1.05,14.22,12.37,0.09,5.92,0.0,0.31,122.92,0.0,0.43,30.0,156
1.1,14.72,12.07,0.09,5.92,0.0,-0.31,122.92,0.0,0.43,30.1,156
1.15,14.82,11.77,0.09,5.92,0.0,0.0,122.81,0.0,0.54,30.0,156
1.2,14.92,11.48,0.08,5.95,0.0,-0.61,122.81,0.0,0.54,30.1,156
1.25,14.92,11.17,0.08,5.95,0.0,0.0,122.59,0.0,0.43,30.0,156
1.3,15.02,10.88,0.08,5.95,0.0,0.92,122.59,0.0,0.43,30.1,156
1.35,14.92,10.58,0.09,5.95,0.0,0.61,122.48,0.0,0.43,30.0,156
1.4,15.02,10.28,0.09,5.92,0.0,0.0,122.48,0.0,0.43,30.0,156
1.45,14.82,9.98,0.09,5.92,0.0,-0.61,122.37,0.0,0.54,30.0,156
1.5,14.72,9.68,0.09,5.95,0.0,0.0,122.37,0.0,0.43,30.0,156
1.55,15.02,9.38,0.09,5.95,0.0,0.31,122.26,0.0,0.43,30.0,156
1.6,15.02,9.09,0.09,5.92,0.0,0.0,122.26,0.0,0.43,29.9,156
1.65,15.52,8.79,0.08,5.92,0.0,0.0,122.04,0.0,0.54,30.0,156
1.7,15.32,8.49,0.09,5.92,0.0,0.0,122.15,0.0,0.43,30.2,156
1.75,15.42,8.19,0.08,5.92,0.0,0.0,122.15,0.0,0.43,29.9,156
1.8,15.32,7.89,0.08,5.95,0.0,0.31,122.04,0.0,0.43,30.1,156
1.85,14.92,7.59,0.09,5.95,0.0,0.31,122.04,0.0,0.43,30.1,156
1.9,15.02,7.29,0.08,5.92,0.0,0.0,122.04,0.0,0.43,30.1,156
1.95,15.02,7.0,0.08,5.92,0.0,-0.31,121.93,0.0,0.43,30.1,156
2.0,15.12,6.7,0.09,5.92,0.0,0.0,121.82,0.0,0.43,30.0,156
2.05,15.12,6.4,0.08,5.95,0.0,0.31,121.82,0.0,0.43,30.0,156
2.1,15.52,6.1,0.07,5.95,0.0,0.0,121.82,0.0,0.43,30.1,156
2.15,15.32,5.8,0.09,5.95,0.0,0.31,121.82,0.0,0.43,30.1,156
2.2,15.52,5.5,0.08,5.95,0.0,-0.31,121.71,0.0,0.43,30.1,156
2.25,25.86,4.73,0.08,19.11,0.0,-0.31,121.59,0.0,0.43,30.0,156
2.3,25.57,3.74,0.09,19.96,0.0,-0.31,121.59,0.0,0.43,30.0,156
2.35,30.64,2.74,0.09,19.99,0.0,0.0,121.59,0.0,0.43,29.9,156
2.4,44.47,1.74,0.09,19.99,0.0,0.31,121.48,0.0,0.43,29.9,156
2.45,66.15,0.74,0.09,19.99,0.0,0.31,121.59,0.0,0.43,29.9,156
2.5,68.54,0.03,0.08,6.07,0.0,0.0,121.59,0.0,0.54,30.1,156
2.55,31.14,0.0,0.09,0.09,0.0,0.31,121.48,0.0,0.54,30.1,156
2.6,21.39,0.0,0.09,0.0,0.0,-0.31,121.48,0.0,0.43,29.9,156
2.65,17.71,0.0,0.09,0.0,0.0,0.0,121.48,0.0,0.54,30.1,156
2.7,15.62,0.0,0.08,0.0,0.0,-0.31,121.48,0.0,0.43,30.2,156
2.75,14.32,0.0,0.09,0.0,0.0,-0.31,121.48,0.0,0.43,30.1,156
2.8,13.33,0.0,0.09,0.0,0.0,0.31,121.48,0.0,0.43,30.0,156
2.85,12.53,0.0,0.09,0.0,0.0,-0.31,121.48,0.0,0.43,30.2,156
2.9,12.14,0.0,0.09,0.0,0.0,-0.31,121.37,0.0,0.43,30.1,156
2.95,11.44,0.0,0.08,0.0,0.0,-0.61,121.37,0.0,0.43,30.1,156
3.0,10.94,0.0,0.08,0.0,0.0,0.61,121.37,0.0,0.43,30.0,156
3.05,10.64,0.0,0.09,0.0,0.0,-0.31,121.26,0.0,0.43,30.0,156
3.1,10.35,0.0,0.09,0.0,0.0,-0.31,121.37,0.0,0.43,30.0,156
3.15,10.15,0.0,0.09,0.0,0.0,0.31,121.26,0.0,0.43,30.0,156
3.2,9.85,0.0,0.08,0.0,0.0,-0.61,121.26,0.0,0.43,30.0,156
3.25,9.95,0.0,0.07,0.0,0.0,0.0,121.26,0.0,0.43,30.0,156
3.3,10.84,0.0,0.01,0.0,0.0,-1.83,120.93,0.0,0.43,30.1,156
3.35,13.43,0.0,-0.01,0.0,0.0,-0.31,120.71,0.0,0.43,30.0,156
3.4,14.22,0.0,-0.02,0.0,0.0,0.0,120.82,0.0,0.43,30.0,156
3.45,13.53,0.0,-0.01,0.0,0.0,0.61,120.71,0.0,0.43,29.9,156
3.5,13.23,0.0,0.02,0.0,0.0,0.61,120.71,0.0,0.43,30.1,156
3.55,13.83,0.0,0.02,0.0,0.0,0.31,120.6,0.0,0.43,29.9,156
3.6,19.2,0.0,0.02,0.0,0.0,0.0,120.6,0.0,0.43,30.0,156
3.65,33.62,0.0,0.02,0.0,0.0,-0.61,120.49,0.0,0.54,30.1,156
3.7,37.2,0.01,0.04,-0.15,0.0,0.31,120.6,0.0,0.43,30.0,156
3.75,38.7,0.02,0.05,-0.18,0.0,0.61,120.6,0.0,0.43,30.2,156
3.8,39.09,0.03,0.05,-0.21,0.0,-0.61,120.71,0.0,0.43,29.9,156
3.85,39.49,0.04,0.07,-0.18,0.0,0.0,120.71,0.0,0.43,30.2,156
3.9,39.99,0.05,0.08,-0.21,0.0,0.31,120.71,0.0,0.54,29.9,156
3.95,40.49,0.06,0.07,-0.21,0.0,0.0,120.71,0.0,0.43,30.1,156
4.0,40.98,0.07,0.09,-0.18,0.0,0.31,120.71,0.0,0.43,30.1,156
4.05,41.08,0.08,0.08,-0.21,0.0,-0.31,120.6,0.0,0.43,29.9,156
4.1,41.58,0.1,0.09,-0.18,0.0,0.0,120.71,0.0,0.54,30.0,156
4.15,45.16,0.11,0.08,-0.18,0.0,0.0,120.6,0.0,0.43,29.9,156
4.2,43.37,0.12,0.09,-0.3,0.0,0.0,120.49,0.0,0.54,30.0,156
4.25,42.77,0.13,0.08,-0.18,0.0,0.0,120.6,0.0,0.54,30.1,156
4.3,42.87,0.15,0.07,-0.18,0.0,0.31,120.6,0.0,0.43,30.1,156
4.35,43.77,0.16,0.09,-0.18,0.0,-0.31,120.6,0.0,0.54,30.1,156
4.4,44.37,0.17,0.08,-0.24,0.0,0.0,120.6,0.0,0.54,30.1,156
4.45,44.66,0.18,0.08,-0.24,0.0,0.92,120.6,0.0,0.54,30.1,156
4.5,43.87,0.2,0.08,-0.27,0.0,-0.31,120.6,0.0,0.54,30.1,156
4.55,44.37,0.21,0.08,-0.3,0.0,0.31,120.49,0.0,0.54,30.1,156
4.6,43.97,0.23,0.09,-0.3,0.0,0.0,120.38,0.0,0.54,30.1,156
4.65,42.08,0.25,0.08,-0.3,0.0,0.0,120.49,0.0,0.54,30.0,156
4.7,22.68,0.39,0.08,-3.29,0.0,0.31,120.49,0.0,0.43,30.1,156
4.75,17.81,0.54,0.09,-2.72,0.0,0.0,120.49,0.0,0.54,30.1,156
4.8,18.8,0.66,0.09,-2.33,0.0,0.0,120.38,0.0,0.54,30.0,156
4.85,19.99,0.77,0.09,-2.23,0.0,0.0,120.49,0.0,0.43,29.8,156
4.9,20.49,0.88,0.08,-2.29,0.0,0.31,120.38,0.0,0.43,29.9,156
4.95,20.19,1.0,0.08,-2.29,0.0,-0.31,120.49,0.0,0.54,30.0,156
5.0,20.19,1.12,0.09,-2.33,0.0,0.31,120.38,0.0,0.54,30.0,156
5.05,19.99,1.24,0.09,-2.29,0.0,0.31,120.49,0.0,0.43,29.9,156
5.1,20.19,1.36,0.09,-2.33,0.0,0.0,120.38,0.0,0.43,30.1,156
5.15,19.5,1.48,0.08,-2.42,0.0,0.31,120.38,0.0,0.43,29.9,156
5.2,19.89,1.6,0.09,-2.33,0.0,0.31,120.38,0.0,0.43,30.1,156
5.25,20.19,1.72,0.08,-2.42,0.0,0.0,120.38,0.0,0.43,30.0,156
5.3,20.09,1.84,0.08,-2.39,0.0,0.0,120.38,0.0,0.43,29.9,156
5.35,20.09,1.96,0.08,-2.39,0.0,0.31,120.38,0.0,0.43,30.1,156
5.4,20.09,2.08,0.08,-2.39,0.0,0.92,120.38,0.0,0.43,30.0,156
5.45,19.99,2.2,0.08,-2.42,0.0,0.0,120.38,0.0,0.43,30.2,156
5.5,19.89,2.33,0.09,-2.39,0.0,-0.31,120.38,0.0,0.43,30.0,156
5.55,20.29,2.45,0.09,-2.39,0.0,0.0,120.38,0.0,0.43,30.0,156
5.6,19.99,2.57,0.08,-2.33,0.0,-0.31,120.27,0.0,0.43,29.9,156
5.65,20.59,2.69,0.08,-2.39,0.0,0.0,120.27,0.0,0.43,30.0,156
5.7,21.09,2.82,0.07,-2.75,0.0,0.0,120.16,0.0,0.43,30.0,156
5.75,18.2,2.95,0.08,-2.45,0.0,0.61,120.27,0.0,0.43,30.1,156
5.8,20.19,3.07,0.08,-2.36,0.0,-0.31,120.27,0.0,0.43,30.1,156
5.85,20.39,3.19,0.08,-2.45,0.0,0.0,120.16,0.0,0.43,30.2,156
5.9,19.99,3.32,0.08,-2.48,0.0,-0.31,120.27,0.0,0.43,30.0,156
5.95,20.19,3.44,0.09,-2.48,0.0,0.92,120.16,0.0,0.43,30.0,156
6.0,20.29,3.57,0.08,-2.48,0.0,0.0,120.05,0.0,0.54,30.0,156
6.05,20.09,3.69,0.08,-2.51,0.0,0.0,120.16,0.0,0.43,30.0,156
6.1,19.8,3.82,0.09,-2.48,0.0,-0.61,120.16,0.0,0.43,29.9,156
6.15,19.8,3.94,0.08,-2.51,0.0,-0.31,120.16,0.0,0.43,30.0,156
6.2,19.99,4.07,0.08,-2.51,0.0,0.61,120.16,0.0,0.43,29.9,156
6.25,20.29,4.2,0.09,-2.51,0.0,-0.31,120.05,0.0,0.43,29.9,156
6.3,20.09,4.33,0.09,-2.54,0.0,-0.31,120.16,0.0,0.43,30.1,156
6.35,19.8,4.46,0.07,-2.57,0.0,0.0,120.05,0.0,0.43,29.9,156
6.4,19.6,4.58,0.09,-2.6,0.0,0.31,120.05,0.0,0.43,29.9,156
6.45,20.09,4.71,0.09,-2.51,0.0,0.61,120.16,0.0,0.43,30.0,156
6.5,20.19,4.84,0.08,-2.48,0.0,0.0,120.16,0.0,0.43,29.9,156
6.55,20.29,4.97,0.08,-2.54,0.0,0.31,120.16,0.0,0.43,30.0,156
6.6,19.7,5.1,0.08,-2.6,0.0,-0.31,120.05,0.0,0.43,30.0,156
6.65,20.69,5.23,0.09,-2.57,0.0,0.0,120.05,0.0,0.43,30.0,156
6.7,20.49,5.36,0.08,-2.63,0.0,0.0,120.16,0.0,0.43,30.0,156
6.75,20.39,5.5,0.09,-2.75,0.0,-0.31,119.94,0.0,0.43,30.0,156
6.8,20.39,5.64,0.08,-2.78,0.0,-0.31,120.05,0.0,0.43,30.1,156
6.85,20.59,5.78,0.08,-2.81,0.0,0.0,120.05,0.0,0.43,30.0,156
6.9,20.29,5.93,0.08,-2.87,0.0,0.31,120.05,0.0,0.43,30.1,156
6.95,20.39,6.07,0.09,-2.9,0.0,0.0,120.05,0.0,0.43,30.0,156
7.0,20.19,6.22,0.09,-2.93,0.0,0.0,120.05,0.0,0.43,29.9,156
7.05,19.89,6.37,0.09,-2.93,0.0,0.0,120.16,0.0,0.32,29.9,156
7.1,19.8,6.51,0.08,-2.96,0.0,-0.31,120.05,0.0,0.43,30.0,156
7.15,19.89,6.66,0.08,-2.93,0.0,-0.31,120.05,0.0,0.43,30.2,156
7.2,19.89,6.82,0.09,-2.96,0.0,0.31,120.05,0.0,0.43,30.1,156
7.25,22.48,6.98,0.09,-3.41,0.0,0.0,120.05,0.0,0.43,30.1,156
7.3,16.81,7.14,0.09,-2.96,0.0,0.31,120.05,0.0,0.43,30.0,156
7.35,20.29,7.28,0.09,-2.69,0.0,-0.31,120.05,0.0,0.43,29.9,156
7.4,20.69,7.42,0.08,-2.9,0.0,0.61,119.94,0.0,0.43,29.9,156
7.45,20.19,7.58,0.09,-3.05,0.0,0.92,120.05,0.0,0.43,30.1,156
7.5,19.99,7.73,0.08,-3.05,0.0,-0.31,119.83,0.0,0.43,30.0,156
7.55,20.39,7.88,0.09,-3.02,0.0,0.0,119.94,0.0,0.43,30.0,156
7.6,20.39,8.04,0.09,-3.05,0.0,-0.61,119.94,0.0,0.43,30.1,156
7.65,20.59,8.2,0.09,-3.05,0.0,-0.31,119.94,0.0,0.43,30.1,156
7.7,20.69,8.35,0.08,-3.08,0.0,-0.31,119.83,0.0,0.43,29.9,156
7.75,19.6,8.51,0.09,-3.11,0.0,0.0,119.94,0.0,0.43,30.0,156
7.8,19.7,8.67,0.09,-3.14,0.0,0.31,119.83,0.0,0.43,30.1,156
7.85,20.19,8.83,0.07,-3.14,0.0,0.0,119.94,0.0,0.43,30.1,156
7.9,20.39,8.98,0.09,-3.14,0.0,0.0,119.83,0.0,0.43,30.0,156
7.95,19.8,9.14,0.09,-3.11,0.0,-0.31,119.83,0.0,0.43,30.1,156
8.0,19.4,9.3,0.09,-3.14,0.0,0.0,119.94,0.0,0.43,30.1,156
8.05,20.09,9.46,0.09,-3.17,0.0,0.0,119.83,0.0,0.43,30.0,156
8.1,20.59,9.61,0.09,-3.17,0.0,-0.31,119.94,0.0,0.54,29.9,156
8.15,20.09,9.77,0.08,-3.17,0.0,0.31,119.83,0.0,0.43,30.1,156
8.2,19.89,9.94,0.07,-3.2,0.0,0.31,120.05,0.0,0.43,29.9,156
8.25,20.49,10.1,0.08,-3.17,0.0,-0.31,119.83,0.0,0.43,30.0,156
8.3,20.19,10.26,0.09,-3.2,0.0,-0.31,119.83,0.0,0.43,30.0,156
8.35,19.7,10.42,0.08,-3.2,0.0,0.31,119.72,0.0,0.43,30.1,156
8.4,20.29,10.58,0.08,-3.17,0.0,0.31,119.94,0.0,0.43,30.1,156
8.45,20.09,10.74,0.08,-3.14,0.0,0.31,119.83,0.0,0.43,30.2,156
8.5,19.8,10.9,0.09,-3.17,0.0,-0.31,119.83,0.0,0.43,29.9,156
8.55,20.49,11.06,0.09,-3.2,0.0,-0.31,119.83,0.0,0.43,30.1,156
8.6,19.7,11.22,0.08,-3.26,0.0,0.31,119.72,0.0,0.43,30.1,156
8.65,19.89,11.39,0.08,-3.29,0.0,0.0,119.83,0.0,0.43,30.0,156
8.7,19.89,11.55,0.08,-3.26,0.0,0.92,119.83,0.0,0.43,30.2,156
8.75,19.8,11.72,0.08,-3.26,0.0,0.0,119.83,0.0,0.43,30.1,156
8.8,20.39,11.88,0.08,-3.26,0.0,0.0,119.83,0.0,0.43,29.9,156
8.85,19.7,12.05,0.08,-3.23,0.0,0.0,119.72,0.0,0.43,30.0,156
8.9,20.19,12.21,0.08,-3.23,0.0,0.0,119.83,0.0,0.43,30.1,156
8.95,20.19,12.37,0.09,-3.23,0.0,0.31,119.83,0.0,0.43,30.0,156
9.0,20.09,12.53,0.09,-3.26,0.0,-0.31,119.83,0.0,0.0,29.9,156
9.05,20.09,12.7,0.09,-3.29,0.0,0.31,119.72,0.0,0.0,30.0,156
9.1,19.89,12.87,0.07,-3.29,0.0,0.0,119.72,0.0,0.0,30.1,156
9.15,20.19,13.03,0.08,-3.26,0.0,-0.31,119.83,0.0,0.0,30.0,156
9.2,19.7,13.2,0.09,-3.26,0.0,-0.31,119.72,0.0,0.0,30.1,156
9.25,20.39,13.36,0.07,-3.23,0.0,0.0,119.72,0.0,0.0,30.1,156
9.3,19.8,13.52,0.08,-3.26,0.0,0.31,119.83,0.0,0.0,30.1,156
9.35,20.49,13.69,0.09,-3.26,0.0,0.31,119.72,0.0,0.0,30.1,156
9.4,20.09,13.85,0.09,-3.26,0.0,0.0,119.72,0.0,0.0,30.2,156
9.45,20.69,14.02,0.09,-3.29,0.0,0.0,119.83,0.0,0.0,30.0,156
9.5,19.99,14.18,0.08,-3.32,0.0,-0.31,119.72,0.0,0.0,30.0,156
9.55,20.39,14.35,0.09,-3.32,0.0,-0.61,119.72,0.0,0.0,29.9,156
9.6,19.6,14.52,0.09,-3.32,0.0,-0.61,119.72,0.0,0.0,29.8,156
9.65,20.29,14.69,0.09,-3.29,0.0,-0.31,119.72,0.0,0.0,30.1,156
9.7,19.5,14.85,0.09,-3.29,0.0,0.0,119.72,0.0,0.0,30.0,156
9.75,20.39,15.02,0.08,-3.29,0.0,0.0,119.72,0.0,0.0,30.0,156
9.8,19.7,15.18,0.08,-3.29,0.0,-0.31,119.72,0.0,0.0,30.0,156
9.85,20.39,15.35,0.08,-3.32,0.0,0.31,119.6,0.0,0.0,30.0,156
9.9,20.19,15.52,0.07,-3.29,0.0,0.31,119.72,0.0,0.0,30.1,156
9.95,19.89,15.69,0.09,-3.41,0.0,-0.31,119.72,0.0,0.0,30.2,156
10.0,19.8,15.86,0.09,-3.32,0.0,0.0,119.72,0.0,0.0,30.1,156
10.05,19.89,16.02,0.09,-3.26,0.0,0.31,119.72,0.0,0.0,29.8,156
10.1,20.39,16.19,0.09,-3.32,0.0,-0.61,119.72,0.0,0.0,30.3,156
10.15,19.8,16.36,0.09,-3.35,0.0,0.31,119.72,0.0,0.0,30.1,156
10.2,17.41,16.52,0.08,-3.32,0.0,-0.61,119.6,0.0,0.0,29.9,156
10.25,-26.66,16.66,0.07,-5.01,0.0,0.31,119.72,0.0,0.0,30.0,156
10.3,-38.4,17.48,0.09,-19.11,0.0,0.31,119.6,0.0,0.0,30.1,156
10.35,-27.26,18.36,0.08,-15.16,0.0,0.0,119.6,0.0,0.0,30.1,156
10.4,-9.95,18.5,0.04,-0.48,0.0,-0.61,119.6,0.0,0.0,30.1,156
10.45,-6.96,18.5,0.02,0.0,0.0,0.0,119.38,0.0,0.0,30.0,156
10.5,-6.07,18.5,0.02,0.0,0.0,0.31,119.27,0.0,0.0,30.0,156
10.55,-6.07,18.5,0.04,0.0,0.0,-0.31,119.38,0.0,0.0,30.1,156
10.6,-5.87,18.5,0.05,0.0,0.0,0.0,119.27,0.0,0.0,30.0,156
10.65,-5.37,18.5,0.05,0.0,0.0,0.61,119.16,0.0,0.0,30.0,156
10.7,-5.37,18.5,0.05,0.0,0.0,-0.31,119.16,0.0,0.0,30.0,156
10.75,-5.27,18.5,0.05,0.0,0.0,0.0,119.16,0.0,0.0,30.0,156
10.8,-5.27,18.5,0.05,0.0,0.0,0.0,119.16,0.0,0.0,30.1,156
10.85,-5.37,18.5,0.07,0.0,0.0,0.31,120.16,0.0,0.0,29.9,156
10.9,-5.07,18.5,0.05,0.0,0.0,0.31,119.83,0.0,0.0,30.0,156
10.95,-4.87,18.5,0.09,0.0,-0.95,0.61,93.85,0.02,0.0,29.9,156
11.0,-4.38,18.5,0.1,0.0,-0.95,-0.31,28.41,0.08,0.0,30.2,156
11.05,-4.48,18.5,0.09,0.0,0.0,0.92,0.0,0.11,0.0,30.2,156
11.1,-4.68,18.5,0.09,0.0,-1.91,0.61,0.0,0.17,0.0,30.1,156
11.15,-4.48,18.5,0.09,0.0,-3.81,0.0,0.11,0.31,0.0,30.0,156
11.2,-4.28,18.5,0.1,0.0,-3.81,0.0,0.22,0.5,0.0,29.9,156
11.25,-4.48,18.5,0.09,0.0,-4.77,-0.31,0.22,0.72,0.0,30.0,156
11.3,-4.68,18.5,0.1,0.0,-5.72,-0.31,0.22,1.01,0.0,30.0,156
11.35,-4.68,18.5,0.09,0.0,-6.68,0.92,0.44,1.34,0.0,30.1,156
11.4,-4.58,18.5,0.1,0.0,-7.63,0.31,0.44,1.72,0.0,29.9,156
11.45,-4.48,18.5,0.09,0.0,-8.58,0.31,0.44,2.14,0.0,30.1,156
11.5,-4.28,18.5,0.09,0.0,-10.49,0.0,0.44,2.63,0.0,30.0,156
11.55,-4.08,18.5,0.09,0.0,-11.44,0.0,0.44,3.2,0.0,30.0,156
11.6,-4.38,18.5,0.1,0.0,-12.4,0.0,0.33,3.83,0.0,30.1,156
11.65,-4.28,18.5,0.1,0.0,-14.31,0.0,0.44,4.54,0.0,30.1,156
11.7,-4.18,18.5,0.09,0.0,-16.21,-0.61,0.44,5.34,0.0,30.0,156
11.75,-4.68,18.5,0.1,0.0,-17.17,0.0,0.55,6.22,0.0,30.0,156
11.8,-4.18,18.5,0.1,0.0,-20.03,0.31,0.55,7.17,0.0,29.9,156
11.85,-4.38,18.5,0.1,0.0,-20.98,-0.31,0.55,8.24,0.0,30.0,156
11.9,-4.28,18.5,0.09,0.0,-23.84,-0.31,0.55,9.4,0.0,30.1,156
11.95,-4.18,18.5,0.09,0.0,-25.75,0.31,0.44,10.66,0.0,30.1,156
12.0,-4.38,18.5,0.09,0.0,-27.66,-0.31,0.44,12.04,0.0,30.0,156
12.05,-4.38,18.5,0.09,0.0,-30.52,0.0,0.55,13.5,0.0,30.1,156
12.1,-4.38,18.5,0.1,0.0,-32.43,-0.31,0.44,15.11,0.0,29.9,156
12.15,-4.28,18.5,0.1,0.0,-34.33,0.0,0.44,16.84,0.0,30.1,156
12.2,-4.28,18.5,0.1,0.0,-37.19,-0.31,0.44,18.69,0.0,30.1,156
12.25,-4.08,18.5,0.09,0.0,-39.1,-0.61,0.55,20.66,0.0,29.9,156
12.3,-4.18,18.5,0.1,0.0,-41.96,0.0,0.44,22.77,0.0,30.1,156
12.35,-4.28,18.5,0.09,0.0,-44.82,0.31,0.44,25.01,0.0,30.0,156
12.4,-4.38,18.5,0.1,0.0,-47.69,-0.31,0.33,27.37,0.0,30.0,156
12.45,-4.28,18.5,0.09,0.0,-50.55,0.31,0.44,29.85,0.0,30.1,156
12.5,-4.18,18.5,0.1,0.0,-52.45,0.0,0.33,32.46,0.0,30.2,156
12.55,-4.08,18.5,0.1,0.0,-54.36,0.0,0.33,35.21,0.0,30.0,156
12.6,-4.18,18.5,0.09,0.0,-57.22,-0.31,0.44,38.09,0.0,29.9,156
12.65,-3.98,18.5,0.1,0.0,-65.81,-0.31,0.22,41.45,0.0,30.0,156
12.7,-4.68,18.5,0.1,0.0,-169.76,0.31,0.0,49.27,0.0,30.1,156
12.75,-4.68,18.5,0.1,0.0,-356.69,0.31,-0.22,66.09,0.0,30.0,156
12.8,-4.18,18.5,0.1,0.0,-608.46,0.31,-0.99,95.22,0.0,30.2,156
12.85,-4.08,18.5,0.1,0.0,-921.28,-0.31,-0.44,139.53,0.0,30.2,156
12.9,-2.59,18.5,0.1,0.0,-1054.8,0.0,0.99,191.89,0.0,29.9,156
12.95,-4.58,18.5,0.1,0.0,-861.19,0.31,0.77,236.08,0.0,29.9,156
13.0,-3.68,18.5,0.1,0.0,-633.26,0.61,0.88,268.94,0.0,29.9,156
13.05,-3.58,18.5,0.09,0.0,-408.19,0.31,0.88,290.5,0.0,30.2,156
13.1,-4.18,18.5,0.1,0.0,-151.64,0.0,0.55,299.48,0.0,30.0,156
13.15,-3.58,18.5,0.1,0.0,-0.95,-0.31,0.0,300.05,0.0,30.0,156
13.2,-4.08,18.5,0.1,0.0,-0.95,-0.31,0.0,300.09,0.0,29.9,156
13.25,-4.18,18.5,2.86,0.0,0.0,56.76,0.11,300.13,0.0,30.0,156
13.3,-3.98,18.5,8.4,0.0,0.0,116.58,0.11,300.13,0.0,30.1,156
13.35,-4.08,18.5,15.64,0.0,0.0,155.34,0.11,300.13,0.0,30.1,156
13.4,-3.98,18.5,18.15,0.0,0.0,37.23,0.11,300.13,0.0,30.0,156
13.45,-3.98,18.5,20.04,0.0,0.0,41.81,0.22,300.13,0.0,30.0,156
13.5,-4.08,18.5,20.96,0.0,0.0,3.97,0.11,300.13,0.0,29.8,156
13.55,-3.88,18.5,20.95,0.0,0.0,0.31,0.22,300.13,0.0,29.9,156
13.6,-3.98,18.5,20.95,0.0,0.0,0.0,0.11,300.13,0.0,29.9,156
13.65,-3.98,18.5,20.96,0.0,0.0,0.61,0.11,300.13,0.0,30.1,156
13.7,-3.98,18.5,20.95,0.0,0.0,0.0,0.11,300.13,0.0,30.1,156
13.75,-4.08,18.5,20.95,0.0,0.0,-0.31,0.22,300.13,0.0,30.1,156
13.8,-3.98,18.5,20.95,0.0,0.0,-0.31,0.11,300.13,0.0,29.9,156
13.85,-4.08,18.5,20.94,0.0,0.0,0.31,0.22,300.13,0.0,30.0,156
13.9,-3.98,18.5,20.95,0.0,0.0,0.31,0.22,300.13,0.0,30.0,156
13.95,-3.98,18.5,20.95,0.0,0.0,-0.31,0.22,300.13,0.0,30.1,156
14.0,-4.08,18.5,20.95,0.0,0.0,-0.31,0.22,300.13,0.0,30.1,156
14.05,-3.88,18.5,20.94,0.0,0.0,0.0,0.22,300.13,0.0,30.0,156
14.1,-4.08,18.5,20.95,0.0,0.0,0.92,0.11,300.13,0.0,30.1,156
14.15,-4.08,18.5,20.95,0.0,0.0,-0.31,0.22,300.13,0.0,30.1,156
14.2,-4.08,18.5,20.95,0.0,0.0,0.31,0.22,300.13,0.0,29.9,156
14.25,-4.08,18.5,20.95,0.0,0.0,0.31,0.11,300.13,0.0,29.9,156
14.3,-3.98,18.5,20.94,0.0,0.0,0.31,0.11,300.13,0.0,29.9,156
14.35,-3.98,18.5,20.95,0.0,0.0,0.0,0.11,300.13,0.0,30.1,156
14.4,-4.18,18.5,20.95,0.0,0.0,-0.61,0.22,300.13,0.0,30.1,156
14.45,-4.08,18.5,20.94,0.0,0.0,-0.31,0.33,300.13,0.0,30.0,156
14.5,-4.08,18.5,20.95,0.0,0.0,-0.31,0.11,300.13,0.0,30.1,156
14.55,-4.08,18.5,20.94,0.0,0.0,0.61,0.11,300.13,0.0,30.1,156
14.6,-3.88,18.5,19.67,0.0,0.0,-36.32,0.22,300.13,0.0,30.0,156
